,Date,Symbols,Close,High,Low,Open,Volume
381,2023-01-11,TSLA,123.22,125.95,120.51,122.09,183810771
382,2023-01-10,TSLA,118.85,122.76,114.92,121.07,167642485
383,2023-01-09,TSLA,119.77,123.52,117.11,118.96,190283951
384,2023-01-06,TSLA,113.06,114.39,101.81,103.0,220911051
385,2023-01-05,TSLA,110.34,111.75,107.1601,110.51,157986324
386,2023-01-04,TSLA,113.64,114.59,107.52,109.11,180388976
387,2023-01-03,TSLA,108.1,118.8,104.64,118.47,231402818
388,2022-12-30,TSLA,123.18,124.48,119.75,119.95,157777339
389,2022-12-29,TSLA,121.82,123.57,117.495,120.385,221923313
390,2022-12-28,TSLA,112.71,116.27,108.24,110.35,221070537
391,2022-12-27,TSLA,109.1,119.67,108.76,117.495,208643444
392,2022-12-23,TSLA,123.15,128.6173,121.02,126.37,166989688
393,2022-12-22,TSLA,125.35,136.63,122.26,136.0,210090250
394,2022-12-21,TSLA,137.57,141.26,135.89,139.335,145417412
395,2022-12-20,TSLA,137.8,148.47,137.66,146.05,159563267
396,2022-12-19,TSLA,149.87,155.25,145.82,154.0,139390634
397,2022-12-16,TSLA,150.23,160.99,150.04,159.635,139032175
398,2022-12-15,TSLA,157.67,160.9299,153.28,153.44,122334459
399,2022-12-14,TSLA,156.8,161.62,155.31,159.25,140682338
400,2022-12-13,TSLA,160.95,175.05,156.91,174.87,175862722
401,2022-12-12,TSLA,167.82,177.37,167.52,176.1,109794471
402,2022-12-09,TSLA,179.05,182.5,173.36,173.84,104872336
403,2022-12-08,TSLA,173.44,175.2,169.06,172.2,97624491
